custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,id
52.0,management,married,university.degree,no,unknown,unknown,cellular,aug,thu,2,999,0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,999.0,0,0,367
,blue-collar,single,,no,no,yes,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999.0,0,0,368
34.0,admin.,married,high.school,no,yes,no,cellular,jul,,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,0,369
58.0,housemaid,married,basic.4y,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,0,370
55.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,371
,student,single,high.school,no,no,no,telephone,oct,,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,999.0,0,0,372
27.0,blue-collar,single,,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,0,373
36.0,admin.,married,high.school,no,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,0,374
29.0,management,married,university.degree,no,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,375
31.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,376
,blue-collar,single,high.school,no,yes,yes,cellular,apr,wed,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,999.0,5,0,377
50.0,self-employed,married,,no,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,378
,blue-collar,single,,unknown,unknown,unknown,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,379
48.0,admin.,married,,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,380
28.0,housemaid,single,basic.6y,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,0,381
52.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,382
58.0,admin.,divorced,basic.9y,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,383
40.0,blue-collar,married,,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,0,384
29.0,admin.,single,university.degree,no,no,yes,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,999.0,0,0,385
50.0,admin.,married,basic.9y,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0,386
46.0,services,married,high.school,unknown,no,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,387
,admin.,single,university.degree,no,yes,no,cellular,nov,,1,9,3,failure,-3.4,92.649,-30.1,0.716,5017.5,0.3,15,0,388
46.0,services,married,unknown,unknown,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,389
37.0,admin.,married,,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,0,390
53.0,services,married,,no,yes,no,cellular,jun,,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,999.0,0,0,391
30.0,admin.,single,,no,no,no,telephone,jul,tue,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,0,392
,admin.,married,high.school,no,yes,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,0,393
39.0,admin.,single,,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,394
44.0,management,married,,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,395
59.0,admin.,married,,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,396
,admin.,married,university.degree,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999.0,0,0,397
35.0,blue-collar,single,unknown,no,no,no,telephone,jun,,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,398
53.0,retired,married,,no,no,no,telephone,may,thu,23,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,399
43.0,technician,married,high.school,no,yes,no,cellular,sep,thu,1,999,0,nonexistent,-3.4,92.379,-29.8,0.809,5017.5,999.0,0,0,400
32.0,unemployed,married,basic.9y,no,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,401
56.0,admin.,married,,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,402
,admin.,single,high.school,no,no,no,cellular,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,0,403
58.0,unemployed,married,professional.course,unknown,no,no,cellular,aug,,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0,404
50.0,self-employed,married,basic.4y,unknown,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,0,405
36.0,blue-collar,married,,unknown,yes,no,cellular,may,,5,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999.0,0,0,406
,admin.,married,university.degree,no,no,no,telephone,may,fri,3,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,999.0,3,0,407
,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,408
46.0,admin.,married,high.school,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,409
36.0,management,single,,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,0,410
30.0,self-employed,single,university.degree,no,no,no,cellular,jun,,3,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,999.0,0,0,411
,services,married,,no,yes,yes,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,0,412
45.0,blue-collar,married,basic.6y,no,no,yes,cellular,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,0,413
53.0,entrepreneur,married,university.degree,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,0,414
,blue-collar,married,,unknown,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,0,415
28.0,admin.,single,university.degree,no,no,no,cellular,mar,fri,2,999,1,failure,-1.8,93.369,-34.8,0.636,5008.7,999.0,1,0,416
29.0,technician,married,,no,yes,no,telephone,aug,,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0,417
,blue-collar,married,professional.course,no,yes,no,cellular,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,0,418
,management,married,university.degree,no,yes,yes,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,419
,admin.,married,high.school,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999.0,0,0,420
54.0,retired,divorced,,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,421
34.0,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,422
39.0,admin.,married,university.degree,no,yes,no,telephone,jun,thu,1,999,1,failure,-1.7,94.055,-39.8,0.742,4991.6,999.0,3,0,423
36.0,entrepreneur,married,basic.9y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,424
32.0,admin.,single,high.school,no,no,no,cellular,nov,,2,19,2,failure,-1.1,94.767,-50.8,1.048,4963.6,0.633333333,10,0,425
31.0,blue-collar,married,,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,426
33.0,services,married,professional.course,no,yes,no,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,0,427
,admin.,married,professional.course,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,428
50.0,services,divorced,professional.course,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,429
45.0,admin.,married,basic.9y,unknown,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999.0,0,0,430
35.0,technician,single,basic.6y,no,unknown,unknown,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,431
,housemaid,married,basic.4y,no,no,no,cellular,jul,,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0,432
26.0,technician,single,professional.course,no,yes,no,telephone,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,433
,services,married,,no,yes,no,telephone,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,999.0,4,0,434
46.0,entrepreneur,married,high.school,no,no,yes,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,435
61.0,retired,married,basic.9y,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,999.0,0,0,436
,blue-collar,married,,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,437
,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,0,438
41.0,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,439
,services,divorced,high.school,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,440
47.0,self-employed,married,university.degree,no,no,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,441
29.0,admin.,married,unknown,no,unknown,unknown,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,442
32.0,technician,married,,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,443
50.0,entrepreneur,married,unknown,unknown,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0,444
35.0,admin.,married,,no,yes,no,cellular,jun,tue,1,5,1,success,-1.7,94.055,-39.8,0.761,4991.6,0.166666667,1,0,445
48.0,admin.,married,basic.6y,no,no,no,telephone,mar,mon,5,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,999.0,0,0,446
50.0,entrepreneur,married,basic.9y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,447
35.0,admin.,married,high.school,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999.0,0,0,448
27.0,blue-collar,single,,no,no,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,999.0,3,0,449
29.0,services,single,high.school,no,no,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999.0,0,0,450
43.0,technician,single,professional.course,unknown,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0,451
23.0,technician,single,,no,yes,no,telephone,jul,tue,1,999,0,nonexistent,-1.7,94.215,-40.3,0.893,4991.6,999.0,0,0,452
35.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,999.0,2,0,453
,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,454
36.0,admin.,single,university.degree,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,0,455
27.0,blue-collar,married,basic.9y,no,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,456
,admin.,married,high.school,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0,457
46.0,admin.,married,high.school,no,yes,no,cellular,jul,mon,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0,458
,admin.,married,,no,no,no,telephone,may,,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,459
38.0,services,divorced,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0,460
55.0,admin.,divorced,high.school,no,yes,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,999.0,1,0,461
50.0,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,999.0,0,0,462
32.0,admin.,single,university.degree,no,yes,no,cellular,aug,,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0,463
,technician,married,university.degree,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,464
,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,465
,technician,married,professional.course,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999.0,0,0,466
41.0,services,divorced,basic.9y,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,467
32.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,0,468
37.0,services,married,high.school,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,469
31.0,technician,divorced,high.school,no,no,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,999.0,1,0,470
48.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,471
40.0,blue-collar,married,basic.9y,unknown,no,yes,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0,472
51.0,admin.,married,,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0,473
37.0,technician,single,,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,474
33.0,student,single,unknown,no,no,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0,475
42.0,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,0,476
,admin.,married,university.degree,no,yes,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,999.0,0,0,477
46.0,blue-collar,married,professional.course,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,478
50.0,entrepreneur,married,,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,0,479
,blue-collar,married,basic.6y,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0,480
54.0,management,married,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,0,481
28.0,admin.,single,high.school,no,no,no,telephone,jun,,16,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,482
,blue-collar,divorced,high.school,no,yes,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0,483
35.0,admin.,married,university.degree,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999.0,0,0,484
37.0,technician,single,professional.course,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,485
27.0,entrepreneur,single,university.degree,no,no,no,cellular,jun,thu,2,999,1,failure,-2.9,92.963,-40.8,1.235,5076.2,999.0,0,0,486
38.0,admin.,divorced,university.degree,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,487
43.0,services,married,,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,488
41.0,blue-collar,married,high.school,unknown,no,yes,telephone,jun,,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,0,489
40.0,admin.,married,high.school,unknown,no,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,490
42.0,blue-collar,married,basic.6y,no,no,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0,491
43.0,blue-collar,divorced,,unknown,yes,no,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,0,492
,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0,493
45.0,technician,married,high.school,no,yes,yes,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,0,494
25.0,admin.,single,university.degree,no,yes,no,telephone,nov,mon,2,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,999.0,0,0,495
33.0,admin.,married,university.degree,no,yes,no,cellular,mar,thu,1,3,1,success,-1.8,93.369,-34.8,0.65,5008.7,0.1,0,0,496
,admin.,single,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,0,497
,student,single,,no,yes,no,cellular,oct,wed,2,999,2,failure,-1.1,94.601,-49.5,1.016,4963.6,999.0,4,0,498
55.0,management,divorced,,unknown,yes,yes,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0,499
,unemployed,married,high.school,unknown,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,500
34.0,technician,married,professional.course,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0,501
32.0,admin.,single,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0,502
34.0,admin.,married,high.school,no,yes,yes,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0,503
55.0,technician,married,,no,no,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,504
36.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0,505
42.0,blue-collar,divorced,basic.9y,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,506
29.0,admin.,single,,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,507
42.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,508
37.0,blue-collar,married,unknown,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,509
49.0,blue-collar,married,,no,no,no,telephone,oct,wed,1,999,0,nonexistent,-0.1,93.798,-40.4,4.827,5195.8,999.0,0,0,510
,services,married,,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,511
44.0,blue-collar,married,basic.6y,no,yes,no,telephone,sep,thu,1,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,999.0,0,0,512
32.0,admin.,married,high.school,no,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,513
36.0,self-employed,divorced,,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0,514
43.0,technician,divorced,professional.course,unknown,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999.0,1,0,515
40.0,services,married,high.school,unknown,no,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999.0,0,0,516
,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,517
33.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,9,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0,518
45.0,blue-collar,divorced,,no,no,no,telephone,may,,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,519
51.0,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,0,520
,admin.,single,high.school,no,no,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,521
30.0,management,married,,no,no,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0,522
29.0,technician,single,university.degree,no,no,yes,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,523
45.0,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,524
31.0,self-employed,married,university.degree,no,no,no,cellular,sep,wed,1,999,0,nonexistent,-3.4,92.379,-29.8,0.768,5017.5,999.0,0,0,525
,admin.,married,,unknown,yes,no,cellular,jul,,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0,526
56.0,services,married,high.school,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,527
58.0,admin.,divorced,high.school,no,no,no,telephone,oct,thu,1,999,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,999.0,0,0,528
40.0,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,529
45.0,entrepreneur,divorced,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,999.0,0,0,530
57.0,management,married,university.degree,unknown,no,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,0,531
,student,single,high.school,no,yes,no,telephone,may,thu,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999.0,0,0,532
46.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,533
26.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0,534
,technician,single,professional.course,no,no,no,cellular,oct,thu,1,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5,999.0,2,0,535
,services,married,,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,0,536
32.0,admin.,single,university.degree,no,no,no,cellular,may,tue,5,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999.0,1,0,537
52.0,blue-collar,married,,no,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,538
,blue-collar,married,basic.6y,unknown,no,yes,telephone,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,999.0,0,0,539
,entrepreneur,divorced,,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,540
39.0,services,married,basic.9y,unknown,yes,yes,telephone,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,999.0,0,0,541
38.0,admin.,divorced,,no,no,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,0,542
36.0,entrepreneur,married,,no,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,543
46.0,blue-collar,married,,unknown,no,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,544
34.0,technician,married,university.degree,no,yes,no,cellular,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999.0,0,0,545
,self-employed,married,university.degree,unknown,no,no,telephone,jun,mon,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,546
,student,single,high.school,unknown,no,no,cellular,may,,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,0,547
,services,single,high.school,no,yes,no,telephone,may,fri,9,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,0,548
,admin.,married,high.school,no,yes,no,cellular,nov,,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0,549
43.0,admin.,married,high.school,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,550
32.0,technician,single,,no,yes,no,cellular,jul,,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0,551
33.0,self-employed,married,basic.9y,unknown,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0,552
35.0,management,married,,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,0,553
